"","region","uid","wtp_new","wtp_second","wtp_bio","wtp_recycle","wtp_workers","female","age","people_living","education","income","i_clothes_fashion","i_clothes_versatile","i_clothes_need","i_clothes_size","i_clothes_fit","i_clothes_easy","i_clothes_quality","i_clothes_cheap","i_clothes_value","i_clothes_know","i_clothes_prestigious","i_clothes_environment","second_stuff_dummy","bio_item_dummy","second_clothes_dummy","bio_clothes_dummy","second_precovid","second_covid","second_postcovid","bio_postcovid","bioc_covid","bio_precovid","no_second_app","no_second_quality","no_second_shop","no_second_environment","no_second_clean","no_second_size","no_second_fashion","bio_eco","bio_vintage","bio_quality","bio_pollution","bio_peer","no_bio_app","no_bio_expensive","no_bio_shop","no_bio_environment","no_bio_rare","no_bio_style","no_bio_fashion","no_bio_quality","poll_chemical_synt","poll_chemical_nat","poll_dye","poll_water","poll_biodegradable","pro_recycle","pro_label","pro_brown_firms","pro_packaging","pro_pub_transport","pro_pack_reuse","pro_donation","pro_reuse","pro_second_clothes","pro_label_clothes","pro_temp_clothes","pro_quality_clothes","pro_bio1_clothes","pro_bio2_clothes","wtp_cert_quality","wtp_cert_bio","wtp_cert_recycle","wtp_cert_workers","wtp_cert_workers_env","sustainable_sector","sustainable_phases","second_eco","second_vintage","second_quality","second_endlife","second_pollution","second_peer","sustainable_fashion_item1","sustainable_fashion_item2","sustainable_fashion_item3","sustainable_fashion_item4","location","status","population_2023","km2","pop_density_p_km2","HDI_2022","capital","political_party","political_wing","president_2024","n_comunes","n_provinces"
"137","Lazio","134c30c2-d63c-4d6a-98e6-bfbfaee471bd",4,2,3,3,3,"Female",31,2,"Postsecondary education","15000€-30000€","Moderately","Very important","Very important","Important","Moderately","Slightly","Very important","Important","Very important","Slightly","Not at all","Important","Yes","Yes","No","Yes","","","","Rarely","Rarely","Rarely","Moderately","Slightly","Moderately","Moderately","Very important","Important","Important","Moderately","Slightly","Moderately","Important","Slightly","","","","","","","","","Agree","Agree","Agree","Undecided","Undecided","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Sometimes","Rarely","Sometimes","Never","Sometimes","Rarely","Sometimes","Little amount","Pay enough","Pay enough","Pay enough","Pay enough","All items","All items","","","","","","",7,6,8,9,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"138","Lazio","020a9d2b-3de3-4803-8c55-ab69bcce37d7",15,5,25,20,20,"Male",23,4,"Postsecondary education","più di 100000€","Moderately","Important","Very important","Very important","Important","Slightly","Very important","Moderately","Very important","Important","Moderately","Not at all","Yes","No","No","No","","","","","","","Slightly","Not at all","Slightly","Moderately","Moderately","Important","Important","","","","","","Important","Slightly","Important","Important","Important","Slightly","Slightly","Slightly","Strongly agree","Undecided","Agree","Strongly agree","Strongly agree","Often","Sometimes","Never","Rarely","Never","Never","Never","Often","Never","Sometimes","Rarely","Often","Rarely","Rarely","Large amount","Pay enough","Large amount","Little amount","Pay enough","All items","After-sale","","","","","","",10,8,3,5,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"139","Lazio","37d38836-cc9d-4bd2-8688-478d86dee7de",10,5,12,8,10,"Male",26,4,"Postsecondary education","0-15000€","Moderately","Important","Important","Important","Important","Moderately","Very important","Moderately","Very important","Moderately","Moderately","Moderately","Yes","No","Yes","No","Sometimes","Never","Rarely","","","","","","","","","","","","","","","","Slightly","Moderately","Very important","Moderately","Slightly","Slightly","Not at all","Very important","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Agree","Always","Sometimes","Often","Rarely","Sometimes","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Sometimes","Rarely","Rarely","Little amount","Pay enough","Little amount","Pay enough","Pay enough","All items","All items","Moderately","Moderately","Important","Important","Important","Not at all",9,9,5,5,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"140","Lazio","6e048841-cc2c-4827-bfde-9e4098ffe885",15,5,40,30,30,"Male",23,4,"Postsecondary education","Preferisco non rispondere","Moderately","Important","Very important","Very important","Very important","Moderately","Important","Moderately","Very important","Important","Important","Slightly","Yes","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Moderately","Moderately","Important","Important","Moderately","Very important","Important","Slightly","Moderately","Moderately","Moderately","Moderately","","","","","","","","","Agree","Agree","Undecided","Undecided","Agree","Often","Often","Often","Often","Often","Often","Rarely","Often","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Pay enough","Pay enough","Little amount","Pay enough","Pay enough","All items","All items","","","","","","",3,3,3,3,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"141","Lazio","4202ef41-7e21-4325-9d41-5cc0460d2ddd",6,2,8,8,8,"Female",52,2,"Secondary school","15000€-30000€","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Slightly","Not at all","Moderately","Yes","Yes","No","No","","","","","","","Moderately","Slightly","Moderately","Moderately","Important","Slightly","Moderately","","","","","","Moderately","Important","Moderately","Slightly","Important","Not at all","Slightly","Not at all","Undecided","Disagree","Undecided","Disagree","Undecided","Always","Always","Always","Often","Rarely","Rarely","Rarely","Sometimes","Rarely","Often","Always","Always","Often","Often","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","All items","All items","","","","","","",6,10,1,8,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"142","Lazio","7e216529-e629-42fc-aeb4-62fc7b69f2a1",8,3,8,8,8,"Female",46,3,"Postsecondary education","60000€-75000€","Moderately","Important","Important","Very important","Very important","Very important","Important","Important","Important","Slightly","Slightly","Moderately","Yes","Yes","Yes","Yes","Often","Never","Often","Often","Never","Often","","","","","","","","Moderately","Moderately","Moderately","Moderately","Not at all","","","","","","","","","Agree","Disagree","Agree","Agree","Undecided","Always","Sometimes","Sometimes","Sometimes","Often","Often","Never","Often","Often","Sometimes","Always","Sometimes","Often","Sometimes","Nothing","Nothing","Nothing","Nothing","Nothing","All items","All items","Moderately","Moderately","Moderately","Moderately","Slightly","Not at all",5,1,4,5,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"143","Lazio","69a0acbc-3571-4cac-9726-faff3e8e2b04",7,1,7,5,7,"Female",23,5,"Postsecondary education","0-15000€","Slightly","Important","Very important","Moderately","Slightly","Not at all","Moderately","Very important","Slightly","Not at all","Not at all","Moderately","Yes","Yes","Yes","Yes","Rarely","Rarely","Never","Never","Rarely","Rarely","","","","","","","","Very important","Moderately","Moderately","Moderately","Not at all","","","","","","","","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Always","Rarely","Never","Rarely","Always","Rarely","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Little amount","Little amount","Little amount","Pay enough","Pay enough","All items","Production","Very important","Slightly","Very important","Moderately","Slightly","Not at all",9,9,5,5,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"144","Lazio","2e8b394f-6365-480c-a838-cf09b34d5e18",15,7,18,18,18,"Female",43,2,"Postsecondary education","15000€-30000€","Moderately","Important","Important","Very important","Very important","Important","Very important","Important","Important","Slightly","Slightly","Important","No","Yes","Yes","Yes","Rarely","Never","Never","Rarely","Never","Sometimes","","","","","","","","Moderately","Slightly","Moderately","Moderately","Not at all","","","","","","","","","Strongly agree","Undecided","Strongly agree","Strongly agree","Agree","Always","Often","Often","Often","Often","Often","Rarely","Sometimes","Rarely","Often","Sometimes","Rarely","Sometimes","Sometimes","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","Environment","Production","Slightly","Important","Important","Not at all","Slightly","Not at all",4,6,3,8,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"145","Lazio","ffd2a65a-61d4-41d8-ab41-3f39ce1ac1e5",5,1,5,5,5,"Male",51,4,"Secondary school","30000€-45000€","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Slightly","Very important","Yes","Yes","No","Yes","","","","Always","Always","Always","Moderately","Important","Important","Important","Moderately","Important","Very important","Not at all","Moderately","Very important","Important","Not at all","","","","","","","","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Always","Always","Always","Often","Rarely","Sometimes","Never","Often","Never","Always","Sometimes","Often","Always","Often","Little amount","Large amount","Pay enough","Pay enough","Pay enough","All items","Design","","","","","","",2,3,2,3,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"146","Lazio","4a1d09ed-674a-4d7f-ad42-7e81380313b4",8,3,10,5,10,"Female",47,2,"Postsecondary education","Preferisco non rispondere","Important","Important","Important","Very important","Moderately","Slightly","Important","Moderately","Important","Important","Important","Moderately","No","Yes","Yes","Yes","Rarely","Never","Rarely","Sometimes","Sometimes","Sometimes","","","","","","","","Not at all","Important","Important","Moderately","Not at all","","","","","","","","","Agree","Undecided","Undecided","Agree","Agree","Always","Often","Rarely","Rarely","Never","Sometimes","Rarely","Never","Rarely","Sometimes","Rarely","Sometimes","Often","Rarely","Pay enough","Little amount","Nothing","Pay enough","Pay enough","All items","Production","Moderately","Important","Slightly","Not at all","Not at all","Not at all",7,4,9,6,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"147","Lazio","61b88371-5dff-4b16-bab4-b3ffbe1b72b4",8,3,8,6,8,"Female",65,4,"Postsecondary education","15000€-30000€","Moderately","Important","Important","Important","Important","Important","Important","Moderately","Important","Moderately","Moderately","Important","No","Yes","No","Yes","","","","Often","Never","Often","Moderately","Important","Important","Moderately","Important","Slightly","Important","Not at all","Not at all","Important","Important","Not at all","","","","","","","","","Agree","Agree","Agree","Agree","Agree","Never","Sometimes","Always","Often","Never","Sometimes","Never","Sometimes","Never","Always","Often","Often","Always","Often","Nothing","Little amount","Little amount","Pay enough","Pay enough","Environment","Design","","","","","","",1,9,10,10,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"148","Lazio","a4de51a3-e76c-4ecd-8f6b-ec97fae5dec6",15,5,20,15,25,"Female",28,4,"Secondary school","Preferisco non rispondere","Slightly","Very important","Very important","Very important","Important","Very important","Important","Important","Very important","Not at all","Not at all","Important","Yes","Yes","No","Yes","","","","Often","Often","Often","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Very important","Not at all","Slightly","Important","Very important","Not at all","","","","","","","","","Strongly agree","Undecided","Strongly agree","Strongly agree","Strongly agree","Always","Sometimes","Often","Sometimes","Often","Sometimes","Never","Always","Never","Sometimes","Never","Often","Often","Never","Little amount","Pay enough","Pay enough","Large amount","Large amount","All items","All items","","","","","","",9,7,7,9,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"149","Lazio","849635cb-5812-4f44-81de-d4082861da0c",5,3,5,5,5,"Female",48,4,"Postsecondary education","Preferisco non rispondere","Moderately","Important","Important","Important","Important","Important","Important","Important","Important","Moderately","Moderately","Very important","No","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Moderately","Slightly","Slightly","Moderately","Moderately","Very important","Very important","Moderately","Slightly","Important","Very important","Not at all","","","","","","","","","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Always","Always","Always","Always","Sometimes","Often","Sometimes","Always","Never","Always","Always","Always","Often","Often","Little amount","Pay enough","Pay enough","Large amount","Large amount","All items","All items","","","","","","",6,7,10,10,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"150","Lazio","5d1dbcfd-3468-457f-955b-a3410c850ed8",10,2,10,5,7,"Male",28,2,"Secondary school","0-15000€","Not at all","Important","Important","Very important","Important","Slightly","Important","Moderately","Very important","Slightly","Slightly","Slightly","Yes","No","No","No","","","","","","","Moderately","Slightly","Important","Not at all","Very important","Important","Slightly","","","","","","Important","Moderately","Moderately","Not at all","Important","Slightly","Not at all","Slightly","Undecided","Disagree","Agree","Undecided","Agree","Always","Sometimes","Never","Never","Sometimes","Sometimes","Never","Often","Never","Sometimes","Rarely","Often","Rarely","Never","Little amount","Pay enough","Little amount","Nothing","Nothing","Environment","Production","","","","","","",6,9,4,4,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"151","Lazio","547fac6f-b514-4580-81ea-a3391dad0544",6,0,7,5,8,"Male",22,5,"Postsecondary education","30000€-45000€","Moderately","Moderately","Moderately","Important","Moderately","Slightly","Moderately","Important","Important","Moderately","Moderately","Not at all","Yes","No","No","No","","","","","","","Moderately","Moderately","Moderately","Moderately","Moderately","Slightly","Moderately","","","","","","Important","Moderately","Moderately","Important","Moderately","Slightly","Slightly","Not at all","Agree","Disagree","Agree","Agree","Disagree","Often","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Never","Never","Rarely","Rarely","Rarely","Little amount","Little amount","Little amount","Little amount","Pay enough","All items","Design","","","","","","",4,8,7,9,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
