wtp_new,wtp_second,wtp_bio,wtp_recycle,wtp_workers,female,age,people_living,education,income,region,i_clothes_fashion,i_clothes_versatile,i_clothes_need,i_clothes_size,i_clothes_fit,i_clothes_easy,i_clothes_quality,i_clothes_cheap,i_clothes_value,i_clothes_know,i_clothes_prestigious,i_clothes_environment,second_stuff_dummy,bio_item_dummy,second_clothes_dummy,bio_clothes_dummy,second_precovid,second_covid,second_postcovid,bio_postcovid,bioc_covid,bio_precovid,no_second_app,no_second_quality,no_second_shop,no_second_environment,no_second_clean,no_second_size,no_second_fashion,bio_eco,bio_vintage,bio_quality,bio_pollution,bio_peer,no_bio_app,no_bio_expensive,no_bio_shop,no_bio_environment,no_bio_rare,no_bio_style,no_bio_fashion,no_bio_quality,poll_chemical_synt,poll_chemical_nat,poll_dye,poll_water,poll_biodegradable,pro_recycle,pro_label,pro_brown_firms,pro_packaging,pro_pub_transport,pro_pack_reuse,pro_donation,pro_reuse,pro_second_clothes,pro_label_clothes,pro_temp_clothes,pro_quality_clothes,pro_bio1_clothes,pro_bio2_clothes,wtp_cert_quality,wtp_cert_bio,wtp_cert_recycle,wtp_cert_workers,wtp_cert_workers_env,sustainable_sector,sustainable_phases,second_eco,second_vintage,second_quality,second_endlife,second_pollution,second_peer,sustainable_fashion_item1,sustainable_fashion_item2,sustainable_fashion_item3,sustainable_fashion_item4
20,5,7,6,6,Male,35,5,Postsecondary education,0-15000€,Emilia Romagna,Moderately,Important,Important,Important,Very important,Important,Very important,Very important,Important,Important,Moderately,Moderately,No,Yes,No,Yes,,,,Sometimes,Sometimes,Rarely,Important,Important,Important,Important,Very important,Very important,Important,Moderately,Moderately,Important,Moderately,Slightly,,,,,,,,,Agree,Strongly agree,Agree,Agree,Agree,Rarely,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Often,Often,Often,Pay enough,Pay enough,Little amount,Pay enough,Pay enough,Economy,All items,,,,,,,5,7,7,8
5,1,7,5,5,Male,24,4,Postsecondary education,15000€-30000€,Campania,Moderately,Slightly,Moderately,Slightly,Slightly,Not at all,Slightly,Not at all,Slightly,Moderately,Slightly,Moderately,Yes,Yes,Yes,Yes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,,,,,,,,Moderately,Slightly,Important,Slightly,Moderately,,,,,,,,,Disagree,Undecided,Disagree,Agree,Undecided,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Little amount,Little amount,Pay enough,Little amount,Pay enough,Environment,All items,Slightly,Moderately,Slightly,Important,Slightly,Moderately,4,3,7,7
10,3,10,10,10,Male,33,3,Secondary school,30000€-45000€,Veneto,Slightly,Moderately,Important,Important,Very important,Important,Moderately,Important,Moderately,Not at all,Not at all,Slightly,Yes,Yes,No,Yes,,,,Rarely,Rarely,Rarely,Moderately,Not at all,Slightly,Slightly,Important,Important,Slightly,Moderately,Not at all,Moderately,Moderately,Not at all,,,,,,,,,Strongly agree,Disagree,Agree,Agree,Agree,Always,Sometimes,Never,Often,Never,Often,Never,Often,Never,Rarely,Never,Never,Rarely,Rarely,Nothing,Nothing,Nothing,Nothing,Nothing,Environment,All items,,,,,,,8,7,7,8
15,3,15,3,15,Male,27,3,Postsecondary education,0-15000€,Lazio,Moderately,Important,Important,Very important,Important,Important,Important,Important,Important,Moderately,Moderately,Important,Yes,No,No,Yes,,,,Rarely,Rarely,Rarely,Important,Very important,Very important,Slightly,Very important,Very important,Not at all,Very important,Slightly,Important,Moderately,Slightly,,,,,,,,,Strongly agree,Undecided,Agree,Undecided,Agree,Always,Always,Sometimes,Often,Sometimes,Often,Never,Often,Never,Always,Sometimes,Often,Rarely,Often,Pay enough,Pay enough,Pay enough,Pay enough,Large amount,Environment,Production,,,,,,,8,8,9,9
7,4,9,6,10,Male,27,4,Secondary school,0-15000€,Veneto,Slightly,Important,Very important,Slightly,Important,Important,Important,Important,Very important,Not at all,Not at all,Moderately,Yes,No,Yes,No,Often,Rarely,Often,,,,,,,,,,,,,,,,Slightly,Slightly,Not at all,Not at all,Important,Not at all,Not at all,Not at all,Agree,Undecided,Strongly agree,Strongly agree,Agree,Often,Rarely,Rarely,Often,Often,Often,Never,Always,Often,Rarely,Rarely,Always,Rarely,Rarely,Nothing,Pay enough,Pay enough,Pay enough,Pay enough,Environment,All items,Important,Important,Important,Very important,Important,Not at all,8,8,8,9
8,3,13,13,13,Male,43,5,Secondary school,15000€-30000€,Marche,Important,Important,Important,Moderately,Important,Important,Moderately,Moderately,Important,Moderately,Important,Moderately,Yes,Yes,Yes,No,Rarely,Rarely,Rarely,,,,,,,,,,,,,,,,Important,Slightly,Important,Moderately,Slightly,Moderately,Important,Moderately,Agree,Strongly agree,Agree,Agree,Strongly agree,Often,Sometimes,Often,Often,Sometimes,Often,Always,Often,Often,Sometimes,Often,Often,Often,Always,Pay enough,Pay enough,Pay enough,Large amount,Pay enough,Environment,All items,Moderately,Slightly,Important,Moderately,Slightly,Important,7,6,7,6
12,8,15,15,17,Female,43,3,Postsecondary education,30000€-45000€,Emilia Romagna,Very important,Very important,Important,Very important,Very important,Important,Important,Important,Very important,Slightly,Slightly,Moderately,Yes,Yes,Yes,Yes,Rarely,Never,Rarely,Often,Never,Often,,,,,,,,Not at all,Not at all,Not at all,Important,Not at all,,,,,,,,,Agree,Undecided,Agree,Strongly agree,Strongly agree,Always,Often,Sometimes,Often,Often,Often,Rarely,Often,Rarely,Often,Rarely,Always,Often,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,Slightly,Important,Important,Slightly,Slightly,Not at all,7,7,8,9
15,10,25,22,20,Female,20,4,Secondary school,Preferisco non rispondere,Basilicata,Moderately,Important,Important,Very important,Very important,Slightly,Moderately,Important,Moderately,Not at all,Not at all,Important,Yes,Yes,Yes,Yes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,Slightly,Slightly,Important,Moderately,Slightly,,,,,,,,,Agree,Agree,Undecided,Disagree,Undecided,Always,Often,Often,Always,Often,Sometimes,Rarely,Always,Sometimes,Often,Rarely,Often,Sometimes,Often,Large amount,Large amount,Large amount,Large amount,Large amount,Environment,All items,Slightly,Moderately,Moderately,Very important,Very important,Not at all,9,8,9,10
3,1,4,2,4,Male,42,3,Postsecondary education,15000€-30000€,Campania,Slightly,Very important,Very important,Very important,Very important,Slightly,Very important,Very important,Very important,Slightly,Slightly,Very important,Yes,No,Yes,Yes,Rarely,Never,Never,Never,Never,Sometimes,,,,,,,,Important,Not at all,Important,Very important,Not at all,,,,,,,,,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Always,Always,Often,Always,Never,Always,Never,Always,Rarely,Always,Never,Never,Often,Often,Pay enough,Large amount,Pay enough,Large amount,Large amount,Environment,Production,Important,Not at all,Important,Important,Very important,Not at all,9,1,9,9
5,2,5,5,5,Male,36,2,Postsecondary education,30000€-45000€,Veneto,Slightly,Important,Important,Very important,Important,Important,Important,Moderately,Very important,Slightly,Slightly,Slightly,No,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Slightly,Moderately,Moderately,Important,Moderately,Very important,Moderately,Moderately,Slightly,Moderately,Slightly,Moderately,,,,,,,,,Agree,Agree,Strongly agree,Agree,Agree,Always,Often,Sometimes,Sometimes,Often,Often,Sometimes,Often,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Little amount,Little amount,Little amount,Little amount,Pay enough,All items,Production,,,,,,,6,7,10,9
15,5,17,13,15,Male,20,3,Secondary school,Preferisco non rispondere,Piemonte,Moderately,Important,Important,Very important,Very important,Slightly,Important,Moderately,Important,Not at all,Moderately,Moderately,Yes,Yes,Yes,Yes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,,,,,,,,Moderately,Moderately,Important,Moderately,Important,,,,,,,,,Agree,Strongly agree,Agree,Undecided,Agree,Always,Always,Sometimes,Often,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Often,Often,Sometimes,Often,Nothing,Nothing,Nothing,Nothing,Nothing,Environment,All items,Important,Important,Very important,Moderately,Important,Important,9,1,8,7
7,3,7,8,8,Male,20,4,Secondary school,Preferisco non rispondere,Liguria,Not at all,Moderately,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all,Not at all,Important,Yes,Yes,No,Yes,,,,Often,Never,Often,Important,Moderately,Moderately,Not at all,Very important,Not at all,Important,Moderately,Not at all,Very important,Important,Not at all,,,,,,,,,Strongly agree,Disagree,Disagree,Undecided,Strongly agree,Often,Sometimes,Rarely,Often,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always,Always,Often,Often,Little amount,Large amount,Large amount,Large amount,Large amount,All items,All items,,,,,,,9,9,9,9
20,10,20,15,20,Male,24,2,Postsecondary education,0-15000€,Campania,Slightly,Important,Important,Very important,Very important,Moderately,Slightly,Very important,Very important,Not at all,Not at all,Not at all,Yes,No,No,Yes,,,,Never,Never,Never,Moderately,Important,Moderately,Important,Very important,Important,Not at all,Very important,Slightly,Very important,Important,Not at all,,,,,,,,,Undecided,Undecided,Undecided,Undecided,Strongly agree,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Never,Little amount,Little amount,Little amount,Pay enough,Pay enough,Environment,Production,,,,,,,5,7,9,9
3,1,3,3,3,Male,21,4,Secondary school,15000€-30000€,Lazio,Slightly,Important,Very important,Very important,Very important,Moderately,Important,Slightly,Very important,Not at all,Not at all,Moderately,Yes,Yes,No,Yes,,,,Often,Often,Often,Slightly,Slightly,Very important,Moderately,Very important,Slightly,Not at all,Important,Not at all,Very important,Important,Not at all,,,,,,,,,Strongly agree,Disagree,Agree,Strongly agree,Undecided,Always,Sometimes,Often,Always,Always,Always,Never,Always,Never,Sometimes,Rarely,Always,Often,Sometimes,Little amount,Little amount,Large amount,Large amount,Large amount,Environment,Production,,,,,,,10,7,10,10
5,1,6,4,5,Male,25,3,Postsecondary education,0-15000€,Piemonte,Slightly,Important,Important,Important,Important,Very important,Very important,Important,Very important,Not at all,Not at all,Very important,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,,,,,,,,Important,Slightly,Important,Important,Not at all,,,,,,,,,Strongly agree,Agree,Agree,Strongly agree,Agree,Sometimes,Often,Often,Always,Always,Always,Often,Always,Often,Always,Often,Often,Often,Often,Pay enough,Pay enough,Large amount,Large amount,Pay enough,Environment,All items,Important,Very important,Important,Important,Very important,Not at all,6,7,9,9
5,3,5,5,8,Male,30,3,Secondary school,15000€-30000€,Toscana,Moderately,Important,Very important,Very important,Important,Moderately,Very important,Very important,Very important,Moderately,Slightly,Slightly,Yes,Yes,No,Yes,,,,Rarely,Rarely,Often,Very important,Slightly,Important,Slightly,Not at all,Not at all,Not at all,Very important,Moderately,Very important,Slightly,Slightly,,,,,,,,,Strongly agree,Undecided,Strongly agree,Strongly agree,Agree,Always,Never,Never,Never,Never,Sometimes,Never,Always,Never,Never,Never,Never,Always,Rarely,Large amount,Nothing,Nothing,Nothing,Nothing,Environment,After-sale,,,,,,,9,7,6,7
8,5,15,15,8,Male,20,4,Secondary school,Preferisco non rispondere,Puglia,Slightly,Important,Important,Very important,Very important,Moderately,Important,Important,Very important,Not at all,Not at all,Not at all,No,Yes,No,Yes,,,,Often,Sometimes,Often,Moderately,Very important,Slightly,Moderately,Moderately,Slightly,Important,Slightly,Moderately,Important,Moderately,Important,,,,,,,,,Strongly disagree,Undecided,Undecided,Undecided,Undecided,Rarely,Often,Rarely,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Always,Often,Sometimes,Always,Sometimes,Pay enough,Pay enough,Little amount,Pay enough,Little amount,Economy,Design,,,,,,,1,9,9,9
10,5,15,10,10,Male,46,2,Secondary school,15000€-30000€,Piemonte,Slightly,Important,Important,Important,Important,Important,Important,Moderately,Moderately,Moderately,Moderately,Important,Yes,Yes,Yes,Yes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,,,,,,,,Slightly,Slightly,Slightly,Important,Slightly,,,,,,,,,Agree,Disagree,Undecided,Agree,Agree,Always,Often,Often,Often,Sometimes,Often,Rarely,Often,Sometimes,Often,Often,Often,Often,Often,Nothing,Pay enough,Pay enough,Pay enough,Pay enough,Environment,All items,Slightly,Slightly,Slightly,Important,Important,Slightly,9,8,7,9
10,5,13,10,13,Male,53,2,Postsecondary education,15000€-30000€,Piemonte,Slightly,Moderately,Important,Important,Moderately,Moderately,Moderately,Moderately,Important,Slightly,Slightly,Moderately,Yes,Yes,Yes,Yes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,,,,,,,,Moderately,Slightly,Moderately,Moderately,Not at all,,,,,,,,,Agree,Undecided,Undecided,Agree,Agree,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,Production,Moderately,Slightly,Moderately,Moderately,Moderately,Not at all,6,7,7,8
10,2,10,10,10,Female,48,4,Postsecondary education,15000€-30000€,Lombardia,Moderately,Important,Important,Important,Important,Important,Important,Important,Very important,Moderately,Moderately,Moderately,No,Yes,No,Yes,,,,Always,Always,Always,Slightly,Important,Important,Slightly,Very important,Very important,Very important,Moderately,Moderately,Important,Very important,Moderately,,,,,,,,,Undecided,Undecided,Undecided,Undecided,Agree,Always,Always,Sometimes,Often,Never,Often,Sometimes,Often,Never,Always,Sometimes,Sometimes,Always,Always,Pay enough,Large amount,Large amount,Large amount,Large amount,All items,All items,,,,,,,7,8,8,8
7,3,10,7,10,Male,21,4,Postsecondary education,15000€-30000€,Puglia,Moderately,Moderately,Important,Very important,Very important,Moderately,Important,Moderately,Important,Moderately,Slightly,Not at all,No,No,No,Yes,,,,Sometimes,Never,Sometimes,Moderately,Slightly,Important,Slightly,Important,Important,Important,Moderately,Slightly,Important,Moderately,Moderately,,,,,,,,,Agree,Disagree,Agree,Agree,Strongly agree,Always,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Pay enough,Pay enough,Little amount,Large amount,Pay enough,Environment,Production,,,,,,,6,8,7,7
6,2,6,6,6,Male,49,3,Secondary school,più di 100000€,Veneto,Moderately,Important,Important,Very important,Important,Moderately,Very important,Moderately,Important,Important,Important,Important,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Slightly,Slightly,Moderately,Slightly,Important,Important,Moderately,Slightly,Slightly,Important,Moderately,Not at all,,,,,,,,,Undecided,Undecided,Agree,Strongly agree,Strongly agree,Always,Often,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Pay enough,Little amount,Little amount,Pay enough,Pay enough,All items,All items,,,,,,,8,6,8,9
10,4,10,8,10,Female,37,3,Postsecondary education,15000€-30000€,Abruzzo,Slightly,Important,Very important,Very important,Very important,Slightly,Important,Moderately,Very important,Not at all,Not at all,Moderately,Yes,Yes,Yes,Yes,Sometimes,Never,Rarely,Always,Rarely,Always,,,,,,,,Slightly,Not at all,Moderately,Moderately,Not at all,,,,,,,,,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Always,Sometimes,Rarely,Sometimes,Rarely,Often,Never,Always,Sometimes,Sometimes,Never,Sometimes,Often,Rarely,Pay enough,Pay enough,Little amount,Pay enough,Little amount,All items,All items,Very important,Not at all,Important,Slightly,Slightly,Not at all,6,3,7,5
5,1,6,5,5,Female,32,3,Secondary school,0-15000€,Piemonte,Slightly,Important,Important,Very important,Very important,Important,Important,Very important,Very important,Slightly,Slightly,Important,Yes,Yes,Yes,Yes,Sometimes,Never,Rarely,Often,Never,Often,,,,,,,,Not at all,Not at all,Moderately,Very important,Not at all,,,,,,,,,Undecided,Undecided,Disagree,Strongly agree,Strongly agree,Always,Always,Sometimes,Often,Rarely,Sometimes,Sometimes,Often,Sometimes,Always,Often,Often,Often,Sometimes,Little amount,Little amount,Little amount,Little amount,Little amount,All items,All items,Very important,Moderately,Very important,Moderately,Moderately,Slightly,7,7,6,7
5,2,8,8,10,Male,22,4,Secondary school,15000€-30000€,Puglia,Not at all,Important,Moderately,Very important,Very important,Important,Important,Moderately,Important,Slightly,Slightly,Moderately,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,Moderately,Slightly,Important,Moderately,Moderately,,,,,,,,,Agree,Disagree,Agree,Agree,Undecided,Always,Sometimes,Sometimes,Often,Sometimes,Always,Sometimes,Always,Sometimes,Often,Sometimes,Always,Often,Sometimes,Little amount,Pay enough,Little amount,Pay enough,Pay enough,Environment,All items,Slightly,Moderately,Important,Moderately,Important,Moderately,6,7,8,8
10,4,15,17,20,Male,54,3,Secondary school,30000€-45000€,Piemonte,Moderately,Important,Very important,Very important,Very important,Important,Important,Moderately,Important,Moderately,Slightly,Important,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,Slightly,Moderately,Important,Important,Not at all,,,,,,,,,Undecided,Undecided,Agree,Disagree,Agree,Always,Often,Often,Sometimes,Rarely,Sometimes,Never,Often,Sometimes,Often,Rarely,Often,Often,Often,Pay enough,Pay enough,Pay enough,Large amount,Large amount,All items,All items,Moderately,Important,Important,Important,Very important,Slightly,8,7,10,10
4,1,2,2,5,Male,42,1,Postsecondary education,15000€-30000€,Puglia,Slightly,Moderately,Important,Very important,Very important,Very important,Very important,Slightly,Important,Not at all,Not at all,Slightly,No,Yes,Yes,Yes,Rarely,Never,Rarely,Often,Often,Often,,,,,,,,Very important,Important,Very important,Very important,Not at all,,,,,,,,,Undecided,Undecided,Agree,Undecided,Agree,Always,Always,Always,Often,Always,Always,Sometimes,Always,Rarely,Always,Always,Always,Always,Often,Little amount,Little amount,Little amount,Little amount,Little amount,Environment,Design,Very important,Very important,Very important,Slightly,Moderately,Not at all,7,7,9,9
5,1,5,5,6,Male,22,2,Secondary school,Preferisco non rispondere,Liguria,Moderately,Important,Very important,Very important,Important,Moderately,Moderately,Important,Very important,Slightly,Slightly,Very important,Yes,Yes,No,Yes,,,,Often,Sometimes,Often,Very important,Moderately,Very important,Important,Slightly,Very important,Very important,Moderately,Not at all,Important,Very important,Not at all,,,,,,,,,Strongly agree,Undecided,Strongly agree,Undecided,Strongly agree,Always,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Pay enough,Pay enough,Little amount,Little amount,Pay enough,All items,All items,,,,,,,9,6,1,9
9,4,9,6,9,Male,26,5,Secondary school,15000€-30000€,Toscana,Important,Important,Important,Very important,Very important,Important,Very important,Important,Very important,Very important,Moderately,Important,Yes,Yes,Yes,Yes,Rarely,Rarely,Rarely,Often,Often,Often,,,,,,,,Moderately,Moderately,Moderately,Moderately,Moderately,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Often,Often,Rarely,Sometimes,Sometimes,Always,Sometimes,Often,Often,Often,Often,Often,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,Selling,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,9,3,9,7
